I,Q
-0.186368717,0.025642748
-0.175125746,0.009947545
-0.126675624,0.013283891
-0.05396648,0.045397587
0.031964821,0.106842314
0.089029613,0.168052116
0.099668728,0.207426124
0.054336151,0.194850155
-0.038897244,0.120689617
-0.133789632,0.01230753
-0.204686095,-0.111266322
-0.213175839,-0.194532589
-0.153551942,-0.226036074
-0.051874685,-0.20259585
0.072657143,-0.148281235
0.166389199,-0.10745384
0.219281034,-0.104829369
0.218643771,-0.146754331
0.178116392,-0.218039997
0.124715712,-0.271875674
0.070178828,-0.280628745
0.031938243,-0.230777921
0.001912426,-0.132203613
-0.022807644,-0.038212375
-0.053755262,0.020623778
-0.087183325,0.010794801
-0.123129347,-0.063393753
-0.148759554,-0.157342767
-0.163017636,-0.236442109
-0.163974615,-0.252893053
-0.156121412,-0.199339944
-0.14387838,-0.105252464
-0.12345311,-7.79E-05
-0.091136645,0.059732929
-0.032931039,0.060471629
0.043571635,0.007972512
0.138805506,-0.075673229
0.214269717,-0.143436672
0.249814757,-0.180336349
0.217437686,-0.17708127
0.10824406,-0.149032273
-0.038801275,-0.121362433
-0.200405445,-0.104799164
-0.302117629,-0.100969075
-0.319321108,-0.094478161
-0.239433492,-0.071211099
-0.074339708,-0.021977273
0.102905722,0.034064835
0.260604253,0.079709324
0.332154095,0.084031835
0.313106381,0.036552892
0.222988451,-0.044414913
0.090852215,-0.140880313
-0.016395522,-0.205587857
-0.076345216,-0.226455772
-0.065474555,-0.201398925
0.006932103,-0.149859066
0.101990064,-0.10891185
0.198015635,-0.094693771
0.252226826,-0.110258353
0.257512582,-0.13719011
0.213862345,-0.144196781
0.128198061,-0.11191654
0.032311539,-0.048183612
-0.069617828,0.029415539
-0.148760309,0.072722087
-0.21138872,0.057699055
-0.24812823,-0.017235028
-0.27016704,-0.136680975
-0.279945539,-0.237942644
-0.283621511,-0.28942078
-0.280871528,-0.260491623
-0.26689784,-0.15625648
-0.237679156,-0.029231555
-0.183114314,0.089171665
-0.112529573,0.143441278
-0.024482948,0.129058488
0.050451467,0.063560795
0.10223553,-0.0278631
0.106582972,-0.098364406
0.058412043,-0.139200158
-0.025235948,-0.145317113
-0.133064968,-0.134837337
-0.219957497,-0.126978075
-0.273509036,-0.129966887
-0.274476878,-0.138741327
-0.229627047,-0.140131971
-0.165678979,-0.12213528
-0.099818346,-0.080282786
-0.062127328,-0.032724415
-0.054405303,0.007081217
-0.070857766,0.016615725
-0.095936642,-0.00714683
-0.108321665,-0.049561777
-0.098530006,-0.094555338
-0.068631528,-0.115186834
-0.024498007,-0.105025171
0.014066208,-0.072298445
0.043043277,-0.032118606
0.056319279,-0.011381924
0.06234406,-0.020484028
0.06866679,-0.056436202
0.082633341,-0.109453784
0.101334369,-0.151936048
0.120365218,-0.173596718
0.128148566,-0.165251058
0.120368908,-0.130230684
0.100362635,-0.083800594
0.07470202,-0.028784977
0.058628198,0.020971185
0.057799408,0.072060448
0.071482261,0.11573981
0.091211434,0.155450932
0.099658116,0.178794324
0.084906109,0.18330441
0.04575585,0.168181393
-0.015984085,0.140557612
-0.074997907,0.120509232
-0.12158577,0.122833545
-0.136575398,0.155400565
-0.120603602,0.21719727
-0.084849986,0.279489411
-0.039705721,0.324822628
-0.006293086,0.326603847
0.011961065,0.279801915
0.012357039,0.204183779
0.002137064,0.113980247
-0.008673896,0.04762549
-0.015181952,0.00972918
-0.015049684,0.004890027
-0.011268685,0.017717347
-0.008574516,0.030634559
-0.009712022,0.036712014
-0.014977789,0.038702467
-0.02414003,0.050088412
-0.035306725,0.079383579
-0.051860067,0.129979061
-0.073793128,0.177348435
-0.105916612,0.19988027
-0.139784836,0.170712656
-0.170760562,0.078029837
-0.181371534,-0.045907311
-0.161583522,-0.179597244
-0.112305415,-0.259388347
-0.036694748,-0.265812855
0.0325456,-0.195535405
0.079674721,-0.066148503
0.080007626,0.058876
0.032348241,0.154362498
-0.037858954,0.184133807
-0.107071526,0.16003761
-0.131994625,0.113900892
-0.095768956,0.075753101
-0.008710619,0.073362973
0.111911847,0.105421826
0.205601428,0.145339442
0.24580515,0.16719748
0.20908002,0.147860537
0.102747284,0.086254466
-0.019079985,0.01590189
-0.122806845,-0.036777657
-0.153036534,-0.037141495
-0.099145232,0.018674424
0.013774454,0.098445392
0.159859873,0.169533855
0.270017979,0.180923153
0.324768004,0.113233958
0.30672172,-0.010579556
0.231893771,-0.165847303
0.14483213,-0.276170226
0.067602838,-0.313389907
0.030903056,-0.258659109
0.027546863,-0.126912781
0.041862169,0.013924789
0.054322209,0.127321922
0.051898749,0.157410781
0.038424129,0.100561753
0.032027117,-0.009493638
0.051980419,-0.139358202
0.104097152,-0.220187939
0.1885445,-0.230039845
0.26956069,-0.164032551
0.329064582,-0.038721957
0.336562452,0.084916544
0.28833178,0.181395331
0.206176507,0.210349765
0.106062096,0.175278915
0.030819054,0.102944341
-0.012844463,0.018400835
-0.015981533,-0.034328864
0.009526977,-0.045969155
0.044960815,-0.018669541
0.08395048,0.028949647
0.117191749,0.061931319
0.152745957,0.061467394
0.186734911,0.021032728
0.219289803,-0.053473739
0.232903029,-0.12627702
0.213712441,-0.179657816
0.157562457,-0.187070387
0.064411956,-0.146784786
-0.026333581,-0.078322087
-0.092080796,0.004061457
-0.094170424,0.064413263
-0.023134868,0.096298112
0.092324275,0.092385067
0.227432674,0.06108672
0.315274699,0.020070836
0.333665956,-0.025227786
0.27431376,-0.062237001
0.155274307,-0.096099474
0.040101329,-0.121425647
-0.03939593,-0.138441242
-0.043792982,-0.136426456
0.023790862,-0.104677821
0.124176862,-0.043751912
0.228396126,0.049388159
0.285495379,0.141934258
0.288702093,0.220660764
0.246352738,0.249865248
0.17812067,0.221816284
0.119234802,0.147352005
0.073571,0.039036481
0.043250885,-0.056967602
0.004706517,-0.129344032
-0.052393828,-0.156508749
-0.141792256,-0.149473089
-0.236010065,-0.125776169
-0.321247627,-0.100112633
-0.357110994,-0.084372437
-0.333203227,-0.071456421
-0.258489022,-0.051851617
-0.146352326,-0.011731032
-0.044837845,0.041607861
0.035307737,0.101231798
0.072359982,0.136467058
0.080711998,0.134116151
0.076258418,0.092734092
0.075891349,0.024979633
0.08540918,-0.027913855
0.099359667,-0.041689021
0.102791092,-0.000876767
0.085582308,0.088451903
0.051696939,0.179585582
0.010490707,0.243753955
-0.012340294,0.244091682
-0.004435688,0.180390438
0.033691219,0.09055466
0.091205298,0.008504958
0.133737129,-0.014028747
0.14193244,0.035852087
0.103902905,0.133472094
0.022092088,0.249128234
-0.06796936,0.318840558
-0.150750267,0.322065034
-0.193491162,0.25998382
-0.197692917,0.155957711
-0.172100057,0.068676376
-0.130425057,0.019774126
-0.092102886,0.022374808
-0.054520994,0.050427744
-0.017969661,0.059805309
0.031448007,0.015405872
0.085559872,-0.082051273
0.138839792,-0.218237258
0.160947532,-0.322072874
0.133395029,-0.356811347
0.056184722,-0.295263823
-0.061455137,-0.148098869
-0.160165474,0.007993956
-0.20291095,0.125661897
-0.148932026,0.139270814
0.013271051,0.045004702
0.223071693,-0.101180676
0.444752899,-0.244095832
0.575663216,-0.291296774
0.585898822,-0.209149499
0.468684815,-0.023966709
0.248390599,0.227912105
0.028686392,0.425034723
-0.145332157,0.521653139
-0.197223322,0.472765431
-0.126662746,0.294134391
0.020898937,0.075756575
0.201151488,-0.133711986
0.321530032,-0.242335636
0.35349901,-0.244685165
0.283649754,-0.161831087
0.130091066,-0.035753516
-0.034059281,0.059319244
-0.177203898,0.09927134
-0.238729346,0.073721543
-0.214142392,0.006686295
-0.120437649,-0.050799243
0.022081082,-0.067723758
0.152089173,-0.024777572
0.253298046,0.075299151
0.290223498,0.187965006
0.266886965,0.291744966
0.201289704,0.342075555
0.109897799,0.335578953
0.03313827,0.28318887
-0.020124175,0.203959088
-0.035132879,0.139604244
-0.02304316,0.104466581
-0.003860102,0.111234677
0.003192684,0.149333075
-0.01569763,0.188471233
-0.062188043,0.202711655
-0.113408048,0.167289365
-0.152083443,0.069790916
-0.152982546,-0.058956017
-0.111390066,-0.201527043
-0.048903798,-0.292099395
0.011568845,-0.304116608
0.029052566,-0.219783993
-0.012863766,-0.041286806
-0.099872429,0.160464502
-0.209732268,0.353425358
-0.279711584,0.453850907
-0.278800724,0.446844795
-0.194957448,0.342387724
-0.039114613,0.171616464
0.114770093,0.022397083
0.228678659,-0.069501968
0.245192038,-0.06492664
0.162131831,0.020292168
0.025952505,0.124926797
-0.122236982,0.1999461
-0.203442865,0.189122824
-0.197119286,0.080563402
-0.111386065,-0.077858565
0.023805163,-0.248092881
0.134858332,-0.344576531
0.194583216,-0.344969773
0.181906793,-0.254253984
0.116788862,-0.103519049
0.047916599,0.025196918
0.004037548,0.098225775
0.007427788,0.085204904
0.046172329,0.003812698
0.085005073,-0.089228221
0.098112946,-0.155724695
0.072168222,-0.155594385
0.017937137,-0.089978798
-0.025076116,0.002284266
-0.029852444,0.092131282
0.016047472,0.135168218
0.101941745,0.131185528
0.175974137,0.099246672
0.20379063,0.068820678
0.157585683,0.070106948
0.039268985,0.108284685
-0.094377036,0.157312008
-0.209122763,0.186710368
-0.248603003,0.161017229
-0.211037388,0.065344323
-0.129578553,-0.066431833
-0.044541982,-0.210775127
-0.014248457,-0.300837039
-0.054803336,-0.320972448
-0.143178913,-0.270768814
-0.245192148,-0.177748014
-0.296369375,-0.103772611
-0.273688562,-0.082419014
-0.187408923,-0.133474706
-0.066343455,-0.247969096
0.019338926,-0.367140195
0.041615045,-0.456454924
-0.008180122,-0.465619002
-0.10452747,-0.385060272
-0.181770268,-0.246334155
-0.202433016,-0.069954994
-0.146901874,0.073296964
-0.030015487,0.171052068
0.080127905,0.195745786
0.141255945,0.160211279
0.111307282,0.091305892
-0.008792982,0.005403709
-0.159318033,-0.06391477
-0.300724543,-0.115495367
-0.362670887,-0.138791028
-0.335951654,-0.141392832
-0.244418286,-0.128824551
-0.123786186,-0.10573509
-0.042088736,-0.080704289
-0.01926676,-0.053533696
-0.057489588,-0.030318889
-0.130452075,-0.007428758
-0.18601605,0.012624125
-0.198652627,0.034205089
-0.159813295,0.053047692
-0.08568592,0.067768865
-0.024124116,0.069399105
-0.002773507,0.050831627
-0.040073837,0.012397099
-0.129910995,-0.046707265
-0.226109095,-0.104204097
-0.301109433,-0.149728226
-0.313979483,-0.16005802
-0.258097054,-0.12855823
-0.157622217,-0.065302386
-0.030552196,0.021478204
0.069803999,0.095987894
0.134043936,0.149056927
0.146156289,0.163178315
0.120028461,0.14412165
0.080243685,0.107013003
0.043203377,0.061510039
0.027245591,0.023976034
0.030460323,-0.010545967
0.042411942,-0.041874021
0.048287895,-0.081498368
0.033909965,-0.123428234
-0.009079202,-0.165600547
-0.068498026,-0.187670448
-0.136892715,-0.179022482
-0.182579529,-0.136444628
-0.1910267,-0.061498192
-0.149197581,0.015924013
-0.051647874,0.084313216
0.071084595,0.116479985
0.210332498,0.112572438
0.315026447,0.081845744
0.375610822,0.038859133
0.371231413,0.009458197
0.306374816,0.003872677
0.210179915,0.027262108
0.096888511,0.078632201
0.010530135,0.140403115
-0.043388758,0.210381241
-0.052107364,0.266996163
-0.027218401,0.308226242
0.008776361,0.317683901
0.037844998,0.287655722
0.037865748,0.219960847
-0.000412359,0.111838645
-0.067562643,0.000676726
-0.158415764,-0.097470358
-0.236795431,-0.135094654
-0.289458305,-0.095348553
-0.29022006,0.013617598
-0.232370143,0.178048709
-0.134047841,0.32418463
-0.004916096,0.418682025
0.103988132,0.411178426
0.179097382,0.294867478
0.193741751,0.116601218
0.156144836,-0.094863063
0.096963912,-0.250418175
0.045818788,-0.332041759
0.042277089,-0.318092687
0.100851066,-0.230685605
0.200507216,-0.124600489
0.319659201,-0.029060292
0.396782735,0.014926894
0.40753216,0.012329886
0.341815255,-0.017187942
0.21272933,-0.046094246
0.083739804,-0.044798599
-0.013983052,-0.001165235
-0.034405908,0.071595839
0.020570457,0.16448582
0.114004007,0.240589883
0.211009554,0.293123058
0.254241593,0.306651345
0.226963731,0.286910944
0.140509631,0.24729987
0.014496617,0.195547188
-0.092438821,0.150891632
-0.163814341,0.113616276
-0.177151442,0.090859904
-0.144076118,0.074311653
-0.089514666,0.058398042
-0.025553396,0.030254187
0.028277759,-0.011771452
0.081455643,-0.072933053
0.129998994,-0.132557071
0.181051214,-0.179674492
0.216117328,-0.187655073
0.221671767,-0.146550469
0.182334035,-0.069905035
0.090853263,0.025750173
-0.020226948,0.087504138
-0.133019625,0.086595918
-0.196883013,0.007561926
-0.203119959,-0.146826749
-0.159573532,-0.310410931
-0.095767106,-0.448808891
-0.064418501,-0.494692842
-0.095582445,-0.437567031
-0.187884729,-0.307727312
-0.323806548,-0.139882067
-0.430829871,-0.017571934
-0.469882458,0.03649434
-0.407598172,0.011369249
-0.244942664,-0.059854311
-0.051937758,-0.114035849
0.135177276,-0.111516795
0.234846578,-0.040177016
0.238364549,0.082689644
0.16002061,0.185443783
0.035282092,0.226672453
-0.064565001,0.174979153
-0.113963474,0.04126543
-0.095989896,-0.099453845
-0.030109135,-0.196211499
0.035660299,-0.186033205
0.070893157,-0.061026259
0.049529958,0.118523135
-0.028570705,0.304586508
-0.128280395,0.400180322
-0.230988953,0.38054444
-0.293708998,0.258771272
-0.311793549,0.070517089
-0.284509392,-0.088524007
-0.222050228,-0.18553421
-0.15098413,-0.186913828
-0.074804283,-0.115062839
-0.0123423,-0.025785054
0.046038492,0.044763408
0.094316398,0.05969149
0.144084602,0.024523429
0.188583149,-0.030055543
0.232480832,-0.078420372
0.263509751,-0.093043784
0.278891195,-0.076396771
0.269685075,-0.048139731
0.230721016,-0.028003553
0.170527252,-0.032397333
0.089657405,-0.058956098
0.015710129,-0.087272417
-0.045284635,-0.100575456
-0.072184819,-0.08640097
-0.0677879,-0.048008356
-0.043331272,-0.00927836
-0.015908097,0.013180715
-0.008980265,0.004231693
-0.032252762,-0.032633272
-0.076310652,-0.07270302
-0.125892432,-0.095769908
-0.147401628,-0.080997249
-0.123985305,-0.023882824
-0.059508199,0.052385019
0.032415149,0.134137293
0.101828046,0.186267936
0.12278096,0.203535234
0.07723527,0.183742525
-0.027054589,0.134923971
-0.134751521,0.078003748
-0.20907889,0.015737405
-0.200739937,-0.035389261
-0.098506509,-0.078351461
0.056314846,-0.100239756
0.233442172,-0.095282821
0.350579881,-0.056925217
0.385472428,0.021200209
0.326359033,0.114730576
0.190725198,0.212182526
0.041900978,0.269566027
-0.099224559,0.272569003
-0.186970041,0.217955115
-0.234548802,0.11897876
-0.250147641,0.027604704
-0.257853659,-0.028858146
-0.267572795,-0.019315782
-0.278618157,0.052098801
-0.278152881,0.141924278
-0.254467882,0.212977216
-0.210096624,0.213115012
-0.149211646,0.123722697
-0.097291982,-0.025195754
-0.058559579,-0.209832753
-0.038069725,-0.347827441
-0.017250893,-0.414957079
0.018474752,-0.386418852
0.084712405,-0.277772912
0.160820747,-0.148260734
0.226294319,-0.031005681
0.233230673,0.018705817
0.152720597,-0.005161683
-0.002350553,-0.085596104
-0.220022863,-0.201000408
-0.408620098,-0.297340787
-0.532123111,-0.359308734
-0.532937746,-0.36476678
-0.411245143,-0.31862936
-0.224996465,-0.242872352
-0.012606618,-0.145739314
0.132705885,-0.058373349
0.196155603,0.022703821
0.169839016,0.081793861
0.087248046,0.130685962
0.009760978,0.165865047
-0.02963909,0.197193343
-0.007125924,0.221082857
0.070021012,0.239203097
0.160320736,0.243692417
0.240613346,0.228182869
0.273364797,0.190032987
0.254221191,0.122063378
0.192363192,0.040084667
0.093423173,-0.05728473
-0.012344476,-0.141235043
-0.129358733,-0.212290623
-0.230165917,-0.253240383
-0.320378843,-0.27238558
-0.373921251,-0.274150525
-0.386460734,-0.269036175
-0.350227066,-0.264173854
-0.266018835,-0.259756322
-0.16658581,-0.252849165
-0.067020773,-0.237644861
-0.009441967,-0.216217259
0.000502752,-0.1915259
-0.032686087,-0.177515387
-0.087849428,-0.18191851
-0.124420699,-0.206109879
-0.11921365,-0.245332539
-0.063565402,-0.278034805
0.039783096,-0.291827776
0.14962486,-0.276285918
0.253277296,-0.233731427
0.316288506,-0.186249707
0.346052382,-0.146672986
0.3489205,-0.132501412
0.343130193,-0.138012782
0.340372519,-0.145507146
0.339379662,-0.132059978
0.328914442,-0.086076703
0.290926131,-0.005070629
0.222929132,0.074415657
0.118831633,0.128231514
0.012427223,0.121607629
-0.087234303,0.049211883
-0.144476152,-0.053361029
-0.159805854,-0.154028832
-0.137666075,-0.192941623
-0.093959487,-0.151754612
-0.055319454,-0.04980902
-0.030247056,0.079291706
-0.024806572,0.156583826
-0.029157479,0.14429545
-0.029899349,0.034629148
-0.015488348,-0.153974585
0.015437549,-0.329490817
0.063707602,-0.447952648
0.113663111,-0.451245043
0.164711007,-0.343877001
0.204392792,-0.18717449
0.238401709,-0.027621582
0.26233423,0.053546559
0.27982992,0.043308186
0.285439587,-0.039805492
0.275657481,-0.157576713
0.249793749,-0.23872432
0.206387692,-0.257972537
0.160177413,-0.209366698
0.115886821,-0.113922394
0.089993384,-0.02548094
0.082021495,0.035757776
0.088217297,0.050825995
0.096447043,0.037351837
0.091591603,0.023189885
0.061938975,0.03001959
0.01072936,0.062099594
-0.061595622,0.110582123
-0.129378297,0.146053185
-0.186576101,0.15531356
-0.213115724,0.135023805
-0.209349307,0.097982013
-0.179975934,0.072264585
-0.130560875,0.072263686
-0.079763256,0.099150596
-0.029651136,0.140370732
0.005968321,0.166788509
0.030331617,0.164709967
0.040313758,0.135371573
0.040686718,0.095228469
0.035550906,0.078207929
0.029191572,0.104261491
0.026428162,0.169474559
0.02843137,0.258517048
0.032650003,0.319574598
0.032955054,0.323709274
0.020918858,0.255086117
-0.013444036,0.116853378
-0.066815159,-0.032930707
-0.141375836,-0.169021295
-0.211779873,-0.235191188
-0.269772012,-0.228425319
-0.290617826,-0.161643418
-0.269869916,-0.05462271
-0.216150516,0.045721566
-0.139722166,0.131392891
-0.076024568,0.178681087
-0.038515229,0.192560355
-0.04448686,0.169807037
-0.091280407,0.103443733
-0.15431362,0.002159824
-0.215647776,-0.142232722
-0.240858083,-0.28345887
-0.21651421,-0.400765048
-0.144779383,-0.431372436
-0.028045486,-0.34559592
0.092782439,-0.156057286
0.209240723,0.127487916
0.282267353,0.395305728
0.311389864,0.611765231
0.292237209,0.692659331
0.23255935,0.640718267
0.157035026,0.498272653
0.071151369,0.310799037
0.000957539,0.169809314
-0.057569732,0.0924366
-0.094919049,0.088046774
-0.122278127,0.116409275
-0.142181746,0.125970512
-0.16443857,0.081677259
-0.187866585,-0.011221696
-0.213322362,-0.13444502
-0.229669272,-0.222444511
-0.229319559,-0.24640543
-0.204657666,-0.190230684
-0.148963709,-0.066686664
-0.076019778,0.063198017
0.012498799,0.172256177
0.08650044,0.217302131
0.141328715,0.206239893
0.159827792,0.163234665
0.146505081,0.114044658
0.114566758,0.086753032
0.077646749,0.079443417
0.057880738,0.079858728
0.062263202,0.068352188
0.088271065,0.037422829
0.126459104,-0.011599095
0.153056772,-0.053696356
0.155054433,-0.076093921
0.125755938,-0.069211231
0.067366468,-0.043975955
0.006064742,-0.027000712
-0.044815042,-0.039199869
-0.061179494,-0.084855614
-0.041238109,-0.154310553
0.001552615,-0.205008803
0.05117147,-0.208729463
0.07749344,-0.148089581
0.069141069,-0.023902502
0.028189192,0.110662809
-0.034322101,0.229372133
-0.083889205,0.27992225
-0.103207841,0.260275419
-0.07839406,0.191492843
-0.012460191,0.101182342
0.062908259,0.037779448
0.129428992,0.010622509
0.154544717,0.019077708
0.13401963,0.041019071
0.080938738,0.050048035
0.011410148,0.036079948
-0.039203544,0.009498441
-0.061633683,-0.010362981
-0.051664376,0.000321516
-0.022610176,0.049911111
0.000952365,0.115619412
0.004956018,0.174428302
-0.015334655,0.186312811
-0.052396585,0.136948857
-0.082083391,0.044911662
-0.09012734,-0.067907121
-0.068335664,-0.142519176
-0.021235621,-0.156836688
0.025697438,-0.101767375
0.058144371,0.010351186
0.05978292,0.126690828
0.034755131,0.227617803
0.00395439,0.27750954
-0.013046483,0.285120447
0.002326513,0.264688008
0.053344507,0.232724358
0.11553562,0.202827673
0.168668356,0.164485908
0.177974281,0.110203039
0.129824161,0.019554042
0.037408551,-0.08996671
-0.088720893,-0.213836356
-0.197512665,-0.302526367
-0.276498453,-0.34138458
-0.299987843,-0.315519002
-0.276076423,-0.236816449
-0.225436971,-0.150022602
-0.163358358,-0.080875461
-0.116086162,-0.063288181
-0.083421805,-0.094371353
-0.067964358,-0.147062409
-0.059348844,-0.193411172
-0.0529447,-0.198542604
-0.045882905,-0.152476176
-0.041346241,-0.073684645
-0.041123695,0.022946873
-0.044136059,0.096716766
-0.044755873,0.143798763
-0.035621747,0.158226339
-0.010680359,0.15603306
