I,Q
-0.664151246,-0.25587932
-0.164716439,-0.156186411
0.34229288,-0.01994778
0.792475563,0.134131059
0.96779518,0.203466348
0.875458311,0.118433712
0.599843066,-0.09145395
0.209333705,-0.342189728
-0.07838705,-0.51901858
-0.213761187,-0.625627047
-0.149132487,-0.594630589
0.071151713,-0.479171773
0.326691182,-0.402991428
0.610592712,-0.354427884
0.745091789,-0.355565722
0.722877377,-0.393493684
0.624313794,-0.380210793
0.415151318,-0.25446888
0.140564417,-0.055236013
-0.169365525,0.163890267
-0.417126326,0.264007836
-0.635111253,0.195764975
-0.785594775,-0.046614351
-0.861893704,-0.416772571
-0.878220344,-0.704620304
-0.840739473,-0.846423571
-0.782206551,-0.766995947
-0.724485384,-0.470978314
-0.608326627,-0.119661695
-0.44168642,0.212218001
-0.281402188,0.355849966
-0.067976851,0.300134984
0.118486162,0.124279317
0.250909807,-0.114553568
0.26620011,-0.28760657
0.127238598,-0.375123953
-0.095726176,-0.377891241
-0.383849477,-0.339961698
-0.639617996,-0.331878674
-0.791750318,-0.366992784
-0.794584064,-0.424668222
-0.669506624,-0.456223962
-0.465673415,-0.409708941
-0.259005632,-0.287170022
-0.153180693,-0.124977694
-0.145727122,0.008609227
-0.210123512,0.041787807
-0.287355035,-0.026794139
-0.334439646,-0.163622265
-0.307718666,-0.292969078
-0.205191507,-0.352720356
-0.065236144,-0.334433202
0.062733671,-0.243012074
0.158160802,-0.131039293
0.186876754,-0.056208328
0.188407952,-0.078643603
0.196552487,-0.197694774
0.226138243,-0.343178164
0.283807772,-0.464548179
0.357120465,-0.522489473
0.389929771,-0.48282166
0.386981871,-0.377419382
0.335546868,-0.229690706
0.255710062,-0.058606149
0.22114498,0.084972758
0.217200827,0.225556746
0.251980751,0.34119014
0.294323975,0.463993569
0.302634728,0.547406783
0.249240322,0.567768808
0.111061298,0.530535011
-0.079945584,0.459400914
-0.251284405,0.404313873
-0.369318486,0.404124447
-0.388125467,0.490621088
-0.328993875,0.647658612
-0.215373896,0.801666037
-0.118620427,0.926615623
-0.0465342,0.933196167
-0.006998727,0.801066742
-0.035397678,0.592649196
-0.055455048,0.339550641
-0.06980628,0.141862061
-0.072452494,0.027071404
-0.0520192,0.016752208
-0.040465463,0.045596934
-0.016867754,0.072222758
-0.022454675,0.090130863
-0.052115725,0.111899426
-0.06705676,0.16673363
-0.096696098,0.253823944
-0.140985622,0.405669613
-0.202001449,0.54891525
-0.315401034,0.609410086
-0.444393045,0.511447087
-0.564144692,0.222501692
-0.623095602,-0.15269992
-0.558981539,-0.553814123
-0.363609672,-0.796067648
-0.098039121,-0.836276609
0.151568976,-0.62134731
0.32045637,-0.211663221
0.315167687,0.171097396
0.15587336,0.485443649
-0.09837821,0.588572502
-0.326606084,0.511357551
-0.399505943,0.364437181
-0.299334997,0.214608871
-0.028646638,0.175891543
0.340812879,0.248107541
0.614845945,0.363167168
0.714936551,0.459986795
0.578496642,0.445532084
0.255806434,0.312504548
-0.1090158,0.126379855
-0.391827138,-0.043117513
-0.435015063,-0.074372624
-0.245190104,0.040121734
0.105314032,0.228919358
0.512910488,0.405977215
0.790701479,0.447213879
0.903121746,0.288435002
0.807503328,-0.039209924
0.580715721,-0.4463927
0.35336182,-0.743757753
0.189704225,-0.853170347
0.148339231,-0.704971226
0.180221953,-0.359360067
0.234539871,0.038072646
0.23323683,0.361897587
0.171958831,0.442866953
0.086365458,0.291209847
0.027408167,-0.039469024
0.078078674,-0.427572673
0.264629003,-0.660741922
0.568997636,-0.696928166
0.849743028,-0.507109255
1.045706478,-0.129318217
1.066750898,0.25960495
0.888158427,0.573277544
0.616547137,0.679606309
0.302547775,0.58692586
0.046224444,0.371348771
-0.099056047,0.10817399
-0.087335622,-0.078612564
0.013946231,-0.13116504
0.136696762,-0.06245405
0.278578181,0.062820932
0.371806258,0.160869627
0.448206924,0.1563871
0.537513805,0.032157149
0.61017337,-0.182645195
0.641003419,-0.36550549
0.599856619,-0.495522727
0.454823762,-0.506758569
0.212652774,-0.363042756
-0.039308683,-0.159691927
-0.217428881,0.058973791
-0.215409666,0.199549355
-0.035505383,0.229899146
0.283637718,0.184822779
0.654385309,0.097008227
0.879733369,0.000125147
0.935696641,-0.077196002
0.77844258,-0.138389554
0.430066424,-0.209786136
0.101044716,-0.27931739
-0.107364883,-0.358497769
-0.100182605,-0.390258328
0.114458761,-0.335117022
0.417080798,-0.179900434
0.73132247,0.100354152
0.889327461,0.40479192
0.86809548,0.667249742
0.729924964,0.77179518
0.506219701,0.704948066
0.300621525,0.48454968
0.153688031,0.143120766
0.060646739,-0.146914786
-0.054371239,-0.338528825
-0.198973618,-0.408702793
-0.432959318,-0.393196526
-0.698836377,-0.323157324
-0.935872104,-0.265629448
-1.0242204,-0.255176051
-0.94451024,-0.24244851
-0.738198323,-0.201777182
-0.412688678,-0.106061007
-0.098908918,0.048216333
0.136580792,0.241360177
0.234066983,0.370277172
0.235553953,0.382994361
0.197194267,0.26722844
0.186709743,0.076193827
0.224979905,-0.084448735
0.28902311,-0.120324444
0.319125885,0.031485596
0.301884153,0.292694275
0.209497344,0.556320497
0.054469071,0.743941294
-0.046259525,0.723997455
-0.053286547,0.526289613
0.050821893,0.248429456
0.228531268,0.004906196
0.375818599,-0.044933281
0.438384791,0.123838743
0.347885275,0.439341697
0.108124648,0.788313266
-0.180796284,0.978880342
-0.465087685,0.975695374
-0.62751854,0.780619754
-0.661924168,0.452383033
-0.577628249,0.184930194
-0.429742398,0.044710923
-0.283981759,0.044880035
-0.155318078,0.113550507
-0.052803948,0.127741297
0.076332487,-0.020616097
0.197051659,-0.316915839
0.33833137,-0.69047106
0.426536784,-0.94804731
0.386413572,-0.998368225
0.197034692,-0.79435988
-0.105704171,-0.356396957
-0.363832953,0.092713703
-0.511673161,0.37975763
-0.397709723,0.345039578
0.019841872,0.011194246
0.589303405,-0.442895258
1.219579103,-0.787547296
1.601592835,-0.783489018
1.695900009,-0.470039184
1.45600876,0.088849105
0.851359596,0.852847494
0.178686216,1.385744444
-0.397678798,1.569579991
-0.622321518,1.366071436
-0.469422049,0.810070897
-0.074776036,0.131969024
0.452990194,-0.497864383
0.852615843,-0.759632587
0.998143437,-0.700839915
0.862669599,-0.419541883
0.451944533,-0.008839502
-0.047713385,0.275606184
-0.484409989,0.368009849
-0.713960956,0.248183178
-0.669166006,-1.13E-05
-0.37546782,-0.19292163
0.056079071,-0.27300124
0.486201777,-0.152889158
0.81087487,0.18046037
0.90229731,0.544634483
0.823322136,0.877254045
0.604708908,1.047536262
0.306669613,1.038840638
0.049790273,0.891017815
-0.108745296,0.659077057
-0.141664337,0.442206675
-0.114698355,0.326790141
-0.039984904,0.344580676
0.004042046,0.443303202
-0.039533055,0.569055906
-0.186668545,0.616793282
-0.376829251,0.500720245
-0.508904697,0.21209695
-0.523361537,-0.190241254
-0.398049254,-0.63582195
-0.191165542,-0.897228166
0.029296264,-0.916289622
0.139462278,-0.643505558
0.055379607,-0.081257485
-0.178225612,0.536843749
-0.51483432,1.074273557
-0.765974227,1.299712298
-0.824451763,1.236786308
-0.639695301,0.931214351
-0.215420679,0.402249642
0.236172812,-0.042211187
0.605681651,-0.25063682
0.698246815,-0.184320339
0.497994223,0.116668512
0.126035515,0.457009781
-0.327755099,0.654577273
-0.60324185,0.58433171
-0.634173236,0.203369229
-0.423253336,-0.314936081
-0.009581822,-0.81560413
0.347102568,-1.067881074
0.569046997,-1.015878688
0.595532984,-0.723504632
0.442965945,-0.272017636
0.253694789,0.114368687
0.089345988,0.302269525
0.043798075,0.235996762
0.11317149,-0.017309519
0.199700258,-0.286508446
0.247487841,-0.450487106
0.204354122,-0.423558235
0.091910482,-0.212121096
-0.001889603,0.044579723
-0.010985457,0.263134876
0.107306555,0.358712242
0.310793108,0.333655286
0.496772204,0.256413464
0.574461562,0.212244683
0.438595995,0.26236764
0.112986414,0.414451575
-0.263078567,0.55989933
-0.60926727,0.605351104
-0.748225705,0.477753388
-0.675525735,0.153685806
-0.472330067,-0.269481692
-0.234761896,-0.687869735
-0.121051812,-0.905768224
-0.194909059,-0.921737898
-0.407430806,-0.740648687
-0.667620092,-0.4788854
-0.808466445,-0.313885346
-0.766457272,-0.293031482
-0.559690328,-0.482866837
-0.241653882,-0.837453243
-0.001289239,-1.149275012
0.092859445,-1.345267786
-0.002356409,-1.320125193
-0.236661822,-1.064102793
-0.415568665,-0.668710072
-0.455893921,-0.194017849
-0.294067901,0.171322682
0.015514474,0.430865091
0.259817214,0.501976955
0.391963014,0.434909747
0.26955335,0.289534548
-0.116197282,0.097726338
-0.530511053,-0.081234206
-0.909938981,-0.259175234
-1.059909255,-0.379274647
-0.962939596,-0.43773485
-0.71010337,-0.444932907
-0.355650794,-0.405786124
-0.116363117,-0.315325749
-0.049358813,-0.180504635
-0.161313003,-0.074061967
-0.370054182,0.02096659
-0.522051909,0.080076777
-0.56182827,0.105921901
-0.448170281,0.13483861
-0.24145917,0.156952948
-0.077375468,0.152607246
-0.032516836,0.124575533
-0.167896054,0.036885583
-0.433060037,-0.105370736
-0.698902776,-0.259292889
-0.897255374,-0.40523464
-0.909614673,-0.468099009
-0.724214727,-0.422897818
-0.407248259,-0.264806978
-0.029435778,-0.020570466
0.257921051,0.207139768
0.435444903,0.399780353
0.448321516,0.470168144
0.347813729,0.438105975
0.216345349,0.3436269
0.108611907,0.206005957
0.061421942,0.087214789
0.061295437,-0.030600065
0.098289917,-0.135244848
0.116053362,-0.252267149
0.057925824,-0.367306057
-0.071102457,-0.463651705
-0.216762607,-0.517411188
-0.388053528,-0.48585959
-0.510971665,-0.357931522
-0.509029415,-0.168492918
-0.372894667,0.011728041
-0.091703907,0.176562808
0.258352185,0.253937833
0.627587531,0.232173544
0.903806065,0.162649846
1.071129665,0.103157586
1.054794843,0.062380518
0.892049794,0.076085813
0.639343147,0.17331109
0.310167591,0.325676686
0.078276657,0.489127779
-0.071761369,0.671494272
-0.118713419,0.806100066
-0.063526709,0.898616303
0.005572581,0.914185997
0.066843032,0.827981001
0.039706162,0.647253649
-0.102477917,0.35059025
-0.292438923,0.03577221
-0.54863909,-0.239112821
-0.736819556,-0.345320016
-0.827636448,-0.247754782
-0.787859684,0.045281815
-0.583015474,0.494500677
-0.304101941,0.874922409
0.02343963,1.126168987
0.274823056,1.100599546
0.430797653,0.787698263
0.44141648,0.312004859
0.317806641,-0.277911735
0.180771437,-0.70446099
0.09634941,-0.923821107
0.149971469,-0.912385035
0.378632599,-0.716251011
0.690589236,-0.445192531
1.023212064,-0.154716894
1.190445003,0.01047376
1.174784726,0.055844722
0.984211662,0.022584688
0.614874527,-0.027123868
0.246706211,-0.017874094
-0.00029885,0.083861478
-0.028012223,0.254196155
0.137187337,0.477431948
0.402281892,0.661519275
0.641760765,0.820679313
0.71331027,0.883910257
0.608958768,0.868538776
0.348762695,0.802369663
-0.021360021,0.669294999
-0.321702395,0.529663438
-0.519141361,0.398848724
-0.550497384,0.286498354
-0.444398187,0.180271348
-0.28112451,0.119563308
-0.102504451,0.035382044
0.04797195,-0.099161793
0.207143207,-0.272820405
0.349691295,-0.442798871
0.515246773,-0.566943772
0.651467616,-0.560550409
0.695708473,-0.419043446
0.592464965,-0.158710384
0.317908766,0.153169981
-0.029233819,0.328228447
-0.391302777,0.312652766
-0.621279743,0.046483955
-0.678137719,-0.448221332
-0.552398994,-0.939917246
-0.329497441,-1.340216543
-0.189130408,-1.442595252
-0.233505024,-1.246287796
-0.477793629,-0.8437524
-0.85109316,-0.337122507
-1.1572506,-0.026300461
-1.310228624,0.061451567
-1.172195302,-0.051005049
-0.721199586,-0.288714165
-0.161262544,-0.46167525
0.405652753,-0.426784611
0.727549797,-0.16435665
0.761669615,0.249671022
0.52914556,0.592159565
0.121216778,0.727082131
-0.217937077,0.557975099
-0.403558758,0.136610389
-0.362670631,-0.301108549
-0.1371341,-0.591392826
0.105332467,-0.556421979
0.268740963,-0.167037479
0.247860642,0.390735742
0.007977772,0.938681766
-0.343619548,1.194743675
-0.713099196,1.126535568
-0.949469216,0.769030501
-1.036127117,0.191911589
-0.943932039,-0.292208207
-0.714035136,-0.578459334
-0.456176826,-0.598613726
-0.184331029,-0.401380409
0.021814201,-0.136531313
0.190644531,0.063409022
0.307958983,0.112526586
0.418363116,0.023625519
0.53658706,-0.131144919
0.675358475,-0.251101027
0.773841517,-0.262492046
0.834185906,-0.213728979
0.817347983,-0.129030157
0.691673374,-0.051850578
0.50097871,-0.053060594
0.242757411,-0.118231176
0.021237086,-0.204534639
-0.135680118,-0.24955027
-0.197691501,-0.224297888
-0.17858109,-0.145503835
-0.112128199,-0.04473923
-0.043125152,0.020665153
-0.030777804,0.004590597
-0.120924588,-0.081683384
-0.26169106,-0.19004013
-0.385145405,-0.244486831
-0.424577613,-0.209326154
-0.325194542,-0.081618019
-0.115339429,0.119778011
0.141421349,0.352824051
0.325328477,0.502019171
0.363594192,0.575320223
0.191550464,0.556981339
-0.136919103,0.45230334
-0.447516403,0.301640455
-0.651268191,0.087991199
-0.606040511,-0.120387523
-0.287581962,-0.307836746
0.185857867,-0.407986684
0.719761887,-0.383684021
1.058776975,-0.217295463
1.163308369,0.0863224
1.005460269,0.401781932
0.610494316,0.722077856
0.148323721,0.911290573
-0.300406081,0.890034298
-0.588401283,0.698185747
-0.764598564,0.386857663
-0.819947242,0.102753251
-0.822207911,-0.06947245
-0.817607825,-0.051317124
-0.800732466,0.158153817
-0.772693311,0.404995624
-0.724015695,0.577820522
-0.631866472,0.555975516
-0.495260176,0.299700579
-0.384298206,-0.133892469
-0.278633137,-0.671758735
-0.180820759,-1.036529978
-0.068441995,-1.218360912
0.09851193,-1.143463476
0.34539968,-0.840132701
0.580091006,-0.490091555
0.757461005,-0.139028938
0.729147161,0.040194077
0.427573091,0.020461289
-0.08400304,-0.161616828
-0.738485826,-0.474995696
-1.214280347,-0.765830396
-1.467030985,-1.00980955
-1.426198867,-1.097345737
-1.090291996,-1.023651396
-0.571802308,-0.854626137
0.038763723,-0.57813031
0.453527262,-0.283804975
0.637353335,0.018821073
0.555309506,0.257233176
0.304542255,0.438004679
0.078017694,0.546705044
-0.050054375,0.622079413
0.006402062,0.654107174
0.228203514,0.671569969
0.469757242,0.678150393
0.684325523,0.634388193
0.768661319,0.538444246
0.690274894,0.374644547
0.497427413,0.151490182
0.201411062,-0.12610941
-0.113996505,-0.347298562
-0.448470403,-0.542436313
-0.714174038,-0.67235634
-0.934060113,-0.751682119
-1.067291025,-0.793918787
-1.091860033,-0.821885158
-0.986472229,-0.830486832
-0.755063449,-0.846005188
-0.459639183,-0.834969816
-0.170254711,-0.771258771
-0.014840922,-0.689418845
0.019881444,-0.588313095
-0.082228531,-0.521891325
-0.25941969,-0.519602908
-0.355818133,-0.599851298
-0.336455795,-0.738169026
-0.168238733,-0.865343273
0.154929653,-0.92267175
0.488721684,-0.870183123
0.800310571,-0.742686573
0.980131601,-0.57034446
1.066720362,-0.425932564
1.069469277,-0.378252702
1.031093401,-0.37380283
1.03075279,-0.386399095
1.03060999,-0.330608843
1.003786621,-0.186741324
0.905374216,0.053272737
0.695935422,0.290987962
0.371420417,0.453760143
0.019070368,0.440918719
-0.3141582,0.208451133
-0.493381215,-0.117722155
-0.530072451,-0.43455946
-0.424447225,-0.566954119
-0.260421796,-0.442984198
-0.113543269,-0.155102326
-0.016168994,0.215442048
-0.032298636,0.437246272
-0.099758528,0.390898431
-0.158663313,0.067188878
-0.156590052,-0.492899004
-0.052751216,-0.985178866
0.147929658,-1.304686306
0.368587905,-1.310975996
0.573093088,-1.011452215
0.71957951,-0.574985172
0.817643862,-0.105319602
0.841062989,0.132855838
0.840566424,0.097272637
0.804576797,-0.125104275
0.744958289,-0.445709675
0.696425857,-0.660463286
0.602902238,-0.68520897
0.504129382,-0.545989693
0.411373969,-0.294790832
0.333467316,-0.050845213
0.29523223,0.108941557
0.287640388,0.142478003
0.285923604,0.121734218
0.261150715,0.084897442
0.170453692,0.120841939
0.038912079,0.235497837
-0.168362972,0.382635908
-0.381484718,0.482954314
-0.548884678,0.487861565
-0.64100211,0.409558786
-0.647548773,0.278549089
-0.54596806,0.193881478
-0.383019832,0.192110885
-0.219186269,0.262414831
-0.060068727,0.379617595
0.028898403,0.460794051
0.084213374,0.463891822
0.099546062,0.385497639
0.088215078,0.277299491
0.096643383,0.252188397
0.103667754,0.333594959
0.107588181,0.521662509
0.121904975,0.77475149
0.119249872,0.934595218
0.082308188,0.950006763
-0.004430558,0.751925135
-0.142548477,0.348523657
-0.306359769,-0.074173056
-0.519569888,-0.45703279
-0.67522745,-0.648177295
-0.779442334,-0.637280502
-0.813964095,-0.46550964
-0.728653946,-0.185123513
-0.569664943,0.0850147
-0.362415969,0.328195283
-0.196944279,0.480833204
-0.118292118,0.544987188
-0.165661478,0.492170413
-0.329741189,0.313622499
-0.53760672,0.023343223
-0.725080921,-0.42242445
-0.774279222,-0.840327039
-0.653793816,-1.194177307
-0.386143923,-1.312152486
0.01568361,-1.068133638
0.41837784,-0.522133314
0.79475571,0.321854526
0.949955885,1.130484955
0.871851694,1.702580196
0.694658997,1.904320968
0.499198919,1.837923564
0.301396039,1.503496343
0.066322618,0.986430793
-0.115780023,0.577468274
-0.255698772,0.328793368
-0.325872351,0.286739548
-0.368467729,0.359364314
-0.440454821,0.365559401
-0.538161986,0.214274815
-0.633488757,-0.055691638
-0.710399123,-0.409097957
-0.723689594,-0.657012304
-0.687493927,-0.718435546
-0.566425669,-0.570285152
-0.358503006,-0.231593121
-0.144841833,0.13832247
0.111708777,0.43832296
0.303246471,0.569126914
0.412778382,0.562673782
0.454027721,0.460448645
0.406475285,0.348307865
0.319464426,0.291002939
0.230546208,0.263475258
0.164902098,0.249701663
0.179731337,0.199727947
0.250046024,0.087416596
0.346218696,-0.062889672
0.43079724,-0.169807104
0.432509713,-0.21558158
0.356638363,-0.178802494
0.204479229,-0.09959046
0.026501541,-0.047773861
-0.131499811,-0.096810524
-0.198738166,-0.261224148
-0.153454025,-0.478288922
-0.022323642,-0.623865284
0.148328084,-0.633085151
0.269960563,-0.434793329
0.281854142,-0.042441393
0.164896347,0.371139492
-0.025710106,0.724184953
-0.207671848,0.854174437
-0.316953415,0.768283314
-0.271190333,0.545176894
-0.080321673,0.266405757
0.150482314,0.077689322
0.352271782,0.007502246
0.442377822,0.056682369
0.405525983,0.143605902
0.244169424,0.184005807
0.027241015,0.152622409
-0.124852626,0.066971684
-0.191596315,-0.010085525
-0.147667906,0.009655142
-0.045646906,0.154223576
0.035138055,0.339768367
0.035164624,0.51046666
-0.061285732,0.544748936
-0.197218521,0.400311262
-0.29878303,0.13477362
-0.329799761,-0.206908962
-0.244382792,-0.437565523
-0.065139535,-0.48105926
0.112496874,-0.310769993
0.23521686,0.028289152
0.247726165,0.370158692
0.159732095,0.681158105
0.034517785,0.826361952
-0.034678685,0.84529243
-0.006432033,0.781454712
0.131179774,0.671072171
0.316558047,0.571131739
0.45909726,0.459380367
0.46955229,0.313152555
0.302599757,0.073867754
0.01256183,-0.223845779
-0.354466307,-0.566385257
-0.645471252,-0.830065203
-0.81113755,-0.961778135
-0.836019789,-0.913657398
-0.762401209,-0.718846493
-0.604694355,-0.493593723
-0.436796542,-0.307514222
-0.334153889,-0.243071805
-0.258276085,-0.327244195
-0.225948876,-0.468887011
-0.18811622,-0.574804864
-0.144868635,-0.582746816
-0.094971296,-0.452477591
-0.056773566,-0.221173978
-0.052728159,0.067470868
-0.077045695,0.285774749
-0.101712057,0.42767692
-0.088231891,0.462100994
